investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002776,2024-06-10,118634,SIP,2388,Tamil Nadu,Coimbatore,B30,18-25,Male,5.8,Net Banking,VERIFIED
INV001445,2024-06-10,125497,SIP,2412,Tamil Nadu,Chennai,T30,26-35,Female,9.5,Cheque,VERIFIED
INV002870,2024-06-10,118632,Lumpsum,197719,Karnataka,Mysore,B30,26-35,Female,23.7,Cheque,VERIFIED
INV003008,2024-06-10,119092,SIP,7456,Rajasthan,Jaipur,T30,36-45,Female,37.4,UPI,VERIFIED
INV004764,2024-06-10,118636,SIP,4912,Punjab,Amritsar,B30,46-55,Female,79.4,UPI,PENDING
INV001507,2024-06-10,119095,Lumpsum,258019,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,Mandate,VERIFIED
INV001530,2024-06-10,119598,SIP,2011,Telangana,Hyderabad,T30,26-35,Male,21.0,UPI,PENDING
INV003872,2024-06-10,119552,Lumpsum,460938,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Net Banking,PENDING
INV003220,2024-06-10,148569,SIP,11809,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Mandate,VERIFIED
INV004517,2024-06-10,101208,SIP,8626,West Bengal,Kolkata,T30,46-55,Female,68.5,Mandate,VERIFIED
INV000575,2024-06-10,118633,SIP,562,Punjab,Amritsar,B30,26-35,Female,16.4,Cheque,VERIFIED
INV003792,2024-06-10,120507,SIP,2902,Maharashtra,Pune,T30,46-55,Male,17.9,UPI,VERIFIED
INV003009,2024-06-10,120844,SIP,478,Karnataka,Bangalore,T30,26-35,Male,20.1,Net Banking,VERIFIED
INV004579,2024-06-10,118632,SIP,1838,Rajasthan,Jaipur,T30,26-35,Male,18.7,Cheque,VERIFIED
INV000114,2024-06-10,120507,Lumpsum,385075,West Bengal,Kolkata,T30,36-45,Male,59.6,Cheque,VERIFIED
INV002814,2024-06-10,101208,SIP,8393,West Bengal,Kolkata,T30,36-45,Male,40.4,UPI,VERIFIED
INV004683,2024-07-10,125497,SIP,11702,Madhya Pradesh,Indore,T30,26-35,Male,14.4,Mandate,PENDING
INV002418,2024-07-10,101206,Lumpsum,448795,Haryana,Faridabad,B30,36-45,Male,34.0,Cheque,VERIFIED
INV003024,2024-07-10,119552,SIP,13972,Maharashtra,Pune,T30,36-45,Female,43.1,Cheque,VERIFIED
INV003111,2024-07-10,102885,Lumpsum,294928,Delhi,Gurugram,T30,18-25,Female,5.9,Net Banking,VERIFIED
INV001783,2024-07-10,119598,SIP,46761,Madhya Pradesh,Bhopal,B30,36-45,Female,52.6,Net Banking,VERIFIED
INV004038,2024-07-10,100016,Redemption,288680,Gujarat,Surat,T30,26-35,Female,24.6,UPI,VERIFIED
INV004201,2024-07-10,119551,Lumpsum,330253,Telangana,Hyderabad,T30,36-45,Male,20.2,Mandate,PENDING
INV003443,2024-07-10,101206,SIP,477,Madhya Pradesh,Bhopal,B30,26-35,Male,16.6,UPI,VERIFIED
INV003104,2024-07-10,120504,Lumpsum,253172,Uttar Pradesh,Lucknow,T30,26-35,Male,7.8,UPI,PENDING
INV003117,2024-07-10,120843,SIP,819,Tamil Nadu,Chennai,T30,18-25,Female,6.7,UPI,VERIFIED
INV004151,2024-07-10,119092,SIP,2863,Karnataka,Mysore,B30,26-35,Male,21.6,Net Banking,VERIFIED
INV001193,2024-07-10,101208,SIP,12969,Delhi,New Delhi,T30,46-55,Female,66.3,Net Banking,VERIFIED
INV001887,2024-07-10,120506,Lumpsum,268547,Karnataka,Mysore,B30,26-35,Female,8.1,UPI,VERIFIED
INV004407,2024-07-10,120505,Lumpsum,160336,Punjab,Chandigarh,T30,18-25,Male,7.7,Cheque,VERIFIED
INV003828,2024-07-10,148568,Redemption,365866,Karnataka,Bangalore,T30,18-25,Male,7.6,UPI,VERIFIED
INV002601,2024-07-10,118634,SIP,5139,Tamil Nadu,Coimbatore,B30,36-45,Female,34.1,Mandate,VERIFIED
INV000672,2024-07-10,149323,Lumpsum,406016,Rajasthan,Jaipur,T30,26-35,Male,18.8,Net Banking,VERIFIED
INV004523,2024-07-10,125498,Lumpsum,39629,Haryana,Gurugram,T30,26-35,Female,13.5,UPI,VERIFIED
INV004125,2024-07-10,120503,SIP,8243,Gujarat,Surat,T30,26-35,Male,9.4,Mandate,VERIFIED
INV003231,2024-07-10,148567,Lumpsum,301198,Haryana,Gurugram,T30,26-35,Male,9.1,UPI,VERIFIED
INV003388,2024-07-10,120506,Lumpsum,107574,Haryana,Faridabad,B30,56+,Female,39.3,UPI,VERIFIED
INV001113,2024-07-10,120504,Redemption,225741,Rajasthan,Jaipur,T30,26-35,Female,11.7,UPI,VERIFIED
INV000191,2024-07-10,100016,SIP,7916,Karnataka,Bangalore,T30,26-35,Male,23.1,Cheque,PENDING
INV002353,2024-07-10,118635,SIP,2803,West Bengal,Kolkata,T30,46-55,Male,40.5,Mandate,VERIFIED
INV000995,2024-07-10,148568,Lumpsum,252400,Delhi,New Delhi,T30,56+,Male,34.6,UPI,VERIFIED
INV004455,2024-07-10,101206,Lumpsum,233243,Telangana,Hyderabad,T30,18-25,Female,3.5,UPI,VERIFIED
INV002746,2024-07-10,119120,SIP,23428,Delhi,Noida,T30,26-35,Male,23.2,Mandate,VERIFIED
INV000781,2024-07-10,100025,SIP,27804,Delhi,Gurugram,T30,26-35,Male,6.8,Cheque,PENDING
INV002273,2024-07-10,120844,SIP,7241,West Bengal,Kolkata,T30,36-45,Male,25.3,Cheque,VERIFIED
INV004738,2024-07-10,125497,Redemption,424069,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Net Banking,VERIFIED
INV004865,2024-07-10,102885,SIP,4358,Maharashtra,Nashik,B30,56+,Male,77.2,Net Banking,VERIFIED
INV000261,2024-07-10,119552,Lumpsum,365558,Gujarat,Ahmedabad,T30,18-25,Male,3.5,UPI,VERIFIED
INV002452,2024-07-10,148568,Redemption,231033,Uttar Pradesh,Kanpur,B30,18-25,Male,5.1,UPI,VERIFIED
INV004184,2024-07-10,120503,Lumpsum,154142,Karnataka,Bangalore,T30,26-35,Male,9.9,Net Banking,VERIFIED
INV002520,2024-07-10,148567,SIP,2317,Tamil Nadu,Chennai,T30,36-45,Male,48.9,Cheque,VERIFIED
INV000902,2024-07-10,100016,Lumpsum,359191,Maharashtra,Mumbai,T30,26-35,Female,6.0,Net Banking,VERIFIED
INV000607,2024-07-10,119598,SIP,2086,Rajasthan,Jaipur,T30,56+,Male,33.9,UPI,VERIFIED
INV000229,2024-07-10,120843,Lumpsum,93251,Punjab,Amritsar,B30,26-35,Male,11.0,UPI,VERIFIED
INV001074,2024-07-10,119095,SIP,28698,Gujarat,Ahmedabad,T30,56+,Female,57.4,Net Banking,VERIFIED
INV003608,2024-07-10,100033,Lumpsum,186543,West Bengal,Kolkata,T30,46-55,Male,59.6,Cheque,VERIFIED
INV002201,2024-07-10,101207,Redemption,387234,Haryana,Gurugram,T30,36-45,Male,34.5,Net Banking,VERIFIED
INV002027,2024-07-10,101206,SIP,2576,Uttar Pradesh,Agra,B30,18-25,Female,3.1,Cheque,VERIFIED
INV004579,2024-07-10,102887,Lumpsum,76387,Rajasthan,Jaipur,T30,26-35,Male,18.7,Cheque,VERIFIED
INV000447,2024-07-10,149323,Lumpsum,348979,West Bengal,Kolkata,T30,36-45,Female,37.2,Mandate,VERIFIED
INV002843,2024-07-10,101208,SIP,589,Haryana,Faridabad,B30,26-35,Male,11.8,Net Banking,VERIFIED
INV000460,2024-07-10,119094,Lumpsum,391283,Delhi,Noida,T30,36-45,Male,47.1,UPI,VERIFIED
INV003720,2024-07-10,120844,SIP,9402,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Cheque,PENDING
INV004134,2024-07-10,100025,Lumpsum,222824,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,VERIFIED
INV004393,2024-07-10,100016,Redemption,451285,Telangana,Hyderabad,T30,26-35,Female,21.5,Mandate,VERIFIED
INV001328,2024-07-10,119094,SIP,1985,Uttar Pradesh,Lucknow,T30,26-35,Male,7.4,Cheque,PENDING
INV004742,2024-07-10,119552,Redemption,179146,Punjab,Chandigarh,T30,26-35,Male,16.2,Cheque,PENDING
INV003035,2024-07-10,119095,SIP,1605,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,VERIFIED
INV000073,2024-07-10,120841,SIP,15801,Punjab,Amritsar,B30,18-25,Male,5.5,Mandate,VERIFIED
INV002117,2024-07-10,102886,SIP,945,Delhi,Gurugram,T30,26-35,Male,21.7,UPI,VERIFIED
INV001746,2024-07-10,119120,SIP,17206,Rajasthan,Udaipur,B30,26-35,Male,11.2,Mandate,VERIFIED
INV002379,2024-07-10,125497,Redemption,429905,Madhya Pradesh,Bhopal,B30,26-35,Male,15.6,Net Banking,VERIFIED
INV004370,2024-07-10,149323,SIP,2486,Rajasthan,Jaipur,T30,18-25,Male,5.7,Cheque,VERIFIED
INV002368,2024-07-10,100016,Redemption,26498,Telangana,Hyderabad,T30,26-35,Male,13.7,Mandate,VERIFIED
INV002215,2024-07-10,118635,Lumpsum,225967,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Cheque,VERIFIED
INV002127,2024-07-10,100016,SIP,1975,Rajasthan,Udaipur,B30,18-25,Male,7.4,Net Banking,VERIFIED
INV001377,2024-07-10,119552,Redemption,199643,Maharashtra,Mumbai,T30,56+,Female,64.7,UPI,PENDING
INV001019,2024-08-10,118634,Lumpsum,248654,Madhya Pradesh,Indore,T30,26-35,Male,10.6,Cheque,VERIFIED
INV000874,2024-08-10,102885,Redemption,104943,Tamil Nadu,Chennai,T30,56+,Male,19.1,Cheque,VERIFIED
INV000862,2024-08-10,102886,Lumpsum,417490,Uttar Pradesh,Agra,B30,26-35,Female,24.4,Mandate,VERIFIED
INV001257,2024-08-10,149324,SIP,16474,Punjab,Chandigarh,T30,26-35,Female,6.3,Net Banking,VERIFIED
INV000843,2024-08-10,119120,Lumpsum,55198,Maharashtra,Mumbai,T30,26-35,Male,10.2,Mandate,VERIFIED
INV003103,2024-08-10,149324,SIP,10694,Tamil Nadu,Coimbatore,B30,36-45,Female,55.8,UPI,VERIFIED
INV000222,2024-08-10,120506,SIP,7971,Maharashtra,Mumbai,T30,36-45,Male,46.7,Mandate,VERIFIED
INV004392,2024-08-10,120843,SIP,53525,West Bengal,Kolkata,T30,18-25,Male,6.7,Cheque,VERIFIED
INV004829,2024-08-10,119093,SIP,17191,Madhya Pradesh,Indore,T30,26-35,Male,21.8,Mandate,VERIFIED
INV004513,2024-08-10,100025,Lumpsum,155870,Karnataka,Mysore,B30,36-45,Female,16.9,Cheque,VERIFIED
INV001902,2024-08-10,119552,Redemption,61262,Punjab,Chandigarh,T30,46-55,Female,22.2,Cheque,VERIFIED
INV001083,2024-08-10,101206,SIP,51436,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,VERIFIED
INV004797,2024-08-10,119092,Lumpsum,507180,Gujarat,Ahmedabad,T30,56+,Male,18.9,Cheque,VERIFIED
INV004865,2024-08-10,149322,Redemption,107405,Maharashtra,Nashik,B30,56+,Male,77.2,Net Banking,VERIFIED
INV001913,2024-08-10,148568,SIP,12033,Tamil Nadu,Chennai,T30,26-35,Female,11.8,UPI,VERIFIED
INV004366,2024-08-10,100033,Lumpsum,168590,Delhi,New Delhi,T30,46-55,Female,81.1,Net Banking,VERIFIED
INV002255,2024-08-10,102887,SIP,2101,Rajasthan,Jaipur,T30,26-35,Male,24.0,Net Banking,VERIFIED
INV004669,2024-08-10,119599,SIP,928,Punjab,Chandigarh,T30,26-35,Male,8.6,Mandate,VERIFIED
INV004837,2024-08-10,119599,SIP,2352,Punjab,Amritsar,B30,18-25,Male,5.7,UPI,VERIFIED
INV000194,2024-08-10,125497,Redemption,249474,Maharashtra,Pune,T30,36-45,Male,21.6,Cheque,VERIFIED
INV002732,2024-08-10,120504,Redemption,276407,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,Mandate,VERIFIED
INV003699,2024-08-10,119092,SIP,23614,Uttar Pradesh,Agra,B30,26-35,Male,19.7,UPI,VERIFIED
INV001998,2024-08-10,119120,Redemption,504586,Haryana,Faridabad,B30,26-35,Male,19.2,Mandate,VERIFIED
INV002347,2024-08-10,101208,SIP,10578,Delhi,New Delhi,T30,26-35,Female,6.5,Net Banking,PENDING
INV004949,2024-08-10,120843,Lumpsum,275128,Delhi,Gurugram,T30,26-35,Male,11.3,Net Banking,VERIFIED
INV003909,2024-08-10,118635,SIP,23417,Haryana,Gurugram,T30,46-55,Male,29.1,UPI,VERIFIED
INV003294,2024-08-10,118635,Redemption,96837,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,UPI,VERIFIED
INV001831,2024-08-10,125497,SIP,7201,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Mandate,VERIFIED
INV002361,2024-08-10,119095,SIP,2781,Gujarat,Surat,T30,36-45,Male,59.3,Mandate,VERIFIED
INV004467,2024-08-10,120843,SIP,8873,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Mandate,VERIFIED
INV002632,2024-08-10,119120,SIP,17093,Tamil Nadu,Chennai,T30,26-35,Female,14.1,UPI,VERIFIED
INV001020,2024-08-10,120504,SIP,51095,Maharashtra,Mumbai,T30,26-35,Female,13.5,Cheque,VERIFIED
INV004328,2024-08-10,101207,Redemption,161451,Telangana,Hyderabad,T30,26-35,Female,12.8,Net Banking,VERIFIED
INV000577,2024-08-10,149324,Lumpsum,276650,Delhi,Noida,T30,36-45,Male,20.4,Mandate,VERIFIED
INV003416,2024-08-10,120505,Lumpsum,39429,West Bengal,Kolkata,T30,26-35,Male,22.3,UPI,PENDING
INV004695,2024-08-10,119094,Lumpsum,59865,Gujarat,Ahmedabad,T30,26-35,Female,14.3,Cheque,VERIFIED
INV000288,2024-08-10,125497,Redemption,246393,Telangana,Hyderabad,T30,26-35,Male,10.1,Net Banking,VERIFIED
INV000033,2024-08-10,148567,SIP,403,Delhi,New Delhi,T30,36-45,Female,12.4,Mandate,VERIFIED
INV003946,2024-08-10,120504,SIP,3477,Karnataka,Mysore,B30,26-35,Female,9.2,UPI,VERIFIED
INV001660,2024-08-10,120504,Lumpsum,250611,Karnataka,Bangalore,T30,18-25,Female,6.4,UPI,VERIFIED
INV004457,2024-08-10,118635,Redemption,228115,Telangana,Hyderabad,T30,18-25,Male,6.7,UPI,VERIFIED
INV000014,2024-08-10,119120,SIP,46056,Tamil Nadu,Chennai,T30,18-25,Male,4.3,UPI,VERIFIED
INV004016,2024-08-10,119094,SIP,957,Delhi,New Delhi,T30,36-45,Male,21.0,Mandate,VERIFIED
INV002868,2024-08-10,118634,SIP,12400,Gujarat,Ahmedabad,T30,26-35,Female,24.7,Mandate,VERIFIED
INV001871,2024-08-10,119120,Lumpsum,260523,Delhi,Gurugram,T30,56+,Male,13.9,Cheque,VERIFIED
INV000787,2024-08-10,119551,SIP,58500,West Bengal,Kolkata,T30,46-55,Male,23.7,Mandate,VERIFIED
INV004467,2024-08-10,149323,Lumpsum,288821,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Mandate,VERIFIED
INV000566,2024-08-10,120505,Lumpsum,311055,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Net Banking,PENDING
INV003661,2024-08-10,102887,Lumpsum,310136,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,VERIFIED
INV002485,2024-08-10,119092,SIP,46014,Karnataka,Mysore,B30,46-55,Female,70.2,Net Banking,VERIFIED
INV002996,2024-08-10,119093,SIP,1617,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,UPI,VERIFIED
INV000972,2024-08-10,148567,SIP,7553,Telangana,Hyderabad,T30,18-25,Female,5.9,Mandate,VERIFIED
INV004960,2024-08-10,101208,SIP,1848,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Cheque,VERIFIED
INV000055,2024-09-10,102885,SIP,8149,Karnataka,Bangalore,T30,26-35,Male,13.5,Cheque,VERIFIED
INV001128,2024-09-10,100025,SIP,15981,West Bengal,Kolkata,T30,36-45,Female,43.2,UPI,PENDING
INV003847,2024-09-10,101207,SIP,986,Telangana,Hyderabad,T30,26-35,Male,19.7,UPI,VERIFIED
INV003642,2024-09-10,118635,SIP,4376,Haryana,Faridabad,B30,18-25,Male,3.1,UPI,VERIFIED
INV000463,2024-09-10,119120,Redemption,257964,Gujarat,Ahmedabad,T30,26-35,Male,8.9,Mandate,VERIFIED
INV001209,2024-09-10,119092,Redemption,42989,West Bengal,Kolkata,T30,46-55,Female,45.8,Mandate,VERIFIED
INV001186,2024-09-10,118633,Lumpsum,295376,Maharashtra,Pune,T30,26-35,Male,19.8,Net Banking,VERIFIED
INV002017,2024-09-10,119095,SIP,4488,Karnataka,Mysore,B30,26-35,Female,15.0,Mandate,VERIFIED
INV004806,2024-09-10,148567,SIP,14042,Madhya Pradesh,Indore,T30,18-25,Male,7.4,Cheque,VERIFIED
INV000603,2024-09-10,119599,SIP,6778,West Bengal,Kolkata,T30,26-35,Male,17.3,Cheque,VERIFIED
INV002535,2024-09-10,119095,SIP,5056,Rajasthan,Udaipur,B30,36-45,Male,22.6,Net Banking,PENDING
INV004367,2024-09-10,120844,SIP,47092,Karnataka,Mysore,B30,26-35,Female,8.3,UPI,VERIFIED
INV000997,2024-09-10,149324,SIP,2130,Rajasthan,Udaipur,B30,26-35,Male,17.8,Mandate,PENDING
INV002427,2024-09-10,118635,Redemption,358419,Karnataka,Mysore,B30,18-25,Female,6.5,Cheque,VERIFIED
INV003614,2024-09-10,119120,SIP,2294,Maharashtra,Mumbai,T30,26-35,Male,13.3,Mandate,VERIFIED
INV004594,2024-09-10,119598,SIP,3317,Haryana,Gurugram,T30,26-35,Female,9.8,Mandate,VERIFIED
INV000724,2024-09-10,119094,Lumpsum,431670,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Cheque,VERIFIED
INV002394,2024-09-10,119093,SIP,5452,Delhi,Gurugram,T30,46-55,Male,84.9,Cheque,VERIFIED
INV001195,2024-09-10,120504,Redemption,221783,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,VERIFIED
INV001223,2024-09-10,102886,SIP,11240,Punjab,Amritsar,B30,56+,Male,46.0,Net Banking,PENDING
INV001556,2024-09-10,119095,SIP,7447,Maharashtra,Nashik,B30,18-25,Male,3.3,UPI,VERIFIED
INV000346,2024-09-10,100033,Redemption,105173,Haryana,Faridabad,B30,26-35,Male,22.0,Net Banking,VERIFIED
INV002751,2024-09-10,149323,SIP,992,Delhi,New Delhi,T30,36-45,Male,45.4,Mandate,VERIFIED
INV004741,2024-09-10,101208,SIP,2011,Telangana,Hyderabad,T30,26-35,Female,24.9,Net Banking,VERIFIED
INV000237,2024-09-10,149322,SIP,4141,Delhi,Gurugram,T30,36-45,Male,43.0,Net Banking,VERIFIED
INV000709,2024-09-10,120507,Lumpsum,402137,Telangana,Hyderabad,T30,26-35,Female,13.6,UPI,VERIFIED
INV000315,2024-09-10,119094,SIP,979,Telangana,Hyderabad,T30,18-25,Male,3.2,UPI,VERIFIED
INV004345,2024-09-10,120844,SIP,1963,West Bengal,Kolkata,T30,36-45,Female,33.3,UPI,VERIFIED
INV003212,2024-09-10,120842,Lumpsum,127215,West Bengal,Kolkata,T30,26-35,Male,17.2,Cheque,VERIFIED
INV004844,2024-09-10,100033,Lumpsum,190865,Maharashtra,Pune,T30,26-35,Male,15.7,Cheque,VERIFIED
INV001629,2024-09-10,120842,Lumpsum,41128,Madhya Pradesh,Indore,T30,26-35,Male,15.0,UPI,VERIFIED
INV001794,2024-09-10,118636,Lumpsum,354217,Haryana,Gurugram,T30,26-35,Male,23.2,UPI,VERIFIED
INV001329,2024-09-10,100033,SIP,2599,Punjab,Amritsar,B30,36-45,Female,37.2,UPI,VERIFIED
INV002671,2024-09-10,120841,Redemption,21912,Madhya Pradesh,Indore,T30,18-25,Male,6.3,UPI,VERIFIED
INV000329,2024-09-10,100016,SIP,557,Tamil Nadu,Chennai,T30,18-25,Male,6.5,Cheque,VERIFIED
INV001348,2024-09-10,120507,SIP,1154,Haryana,Gurugram,T30,26-35,Female,8.6,Net Banking,VERIFIED
INV001979,2024-09-10,100016,SIP,1145,Maharashtra,Pune,T30,26-35,Male,12.2,UPI,VERIFIED
INV000597,2024-09-10,125498,SIP,7081,Gujarat,Surat,T30,46-55,Male,48.6,UPI,VERIFIED
INV004741,2024-09-10,120844,SIP,52907,Telangana,Hyderabad,T30,26-35,Female,24.9,Mandate,VERIFIED
INV003079,2024-09-10,120503,Lumpsum,13656,Gujarat,Surat,T30,26-35,Male,8.5,Mandate,VERIFIED
INV000086,2024-09-10,119552,Lumpsum,537497,Karnataka,Mysore,B30,18-25,Female,4.1,Net Banking,VERIFIED
INV001272,2024-09-10,120506,Lumpsum,389870,Gujarat,Ahmedabad,T30,18-25,Male,5.3,Mandate,VERIFIED
INV001720,2024-09-10,102887,SIP,11857,Karnataka,Mysore,B30,36-45,Male,43.6,UPI,VERIFIED
INV003867,2024-09-10,120504,Lumpsum,197848,Punjab,Amritsar,B30,18-25,Male,4.4,Mandate,VERIFIED
INV004342,2024-09-10,148568,SIP,3201,Tamil Nadu,Coimbatore,B30,46-55,Female,22.1,Mandate,VERIFIED
INV002854,2024-09-10,101207,SIP,2992,Rajasthan,Jaipur,T30,26-35,Female,8.9,Cheque,VERIFIED
INV000945,2024-09-10,119093,SIP,48475,Telangana,Hyderabad,T30,36-45,Female,13.4,UPI,VERIFIED
INV001833,2024-09-10,119095,SIP,5286,Karnataka,Bangalore,T30,36-45,Female,28.4,Mandate,VERIFIED
INV001116,2024-09-10,100033,SIP,2345,Haryana,Faridabad,B30,36-45,Male,17.8,Net Banking,VERIFIED
INV001346,2024-09-10,102885,SIP,45865,Gujarat,Surat,T30,18-25,Male,5.7,UPI,VERIFIED
INV003830,2024-09-10,149324,SIP,48860,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,VERIFIED
INV004731,2024-09-10,148568,SIP,46782,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,VERIFIED
INV002829,2024-09-10,119093,SIP,1774,West Bengal,Kolkata,T30,26-35,Male,6.1,Net Banking,VERIFIED
INV003643,2024-09-10,149324,Redemption,7620,Telangana,Hyderabad,T30,36-45,Male,48.4,Net Banking,VERIFIED
INV002056,2024-09-10,119093,SIP,20205,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Cheque,VERIFIED
INV001784,2024-09-10,100033,Redemption,490523,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,UPI,VERIFIED
INV002267,2024-09-10,101208,SIP,1158,Haryana,Faridabad,B30,18-25,Male,4.7,Net Banking,VERIFIED
INV002469,2024-09-10,118634,SIP,1670,Tamil Nadu,Chennai,T30,26-35,Female,12.3,Cheque,VERIFIED
INV002324,2024-10-10,102886,Redemption,299253,Karnataka,Bangalore,T30,26-35,Male,16.2,Cheque,VERIFIED
INV000076,2024-10-10,148568,Redemption,176062,Gujarat,Ahmedabad,T30,56+,Female,67.1,Net Banking,VERIFIED
INV001850,2024-10-10,148567,SIP,7053,Uttar Pradesh,Kanpur,B30,26-35,Male,17.1,Net Banking,VERIFIED
INV002743,2024-10-10,149324,SIP,2873,Haryana,Gurugram,T30,56+,Male,49.8,Mandate,VERIFIED
INV004053,2024-10-10,120843,Lumpsum,287613,Tamil Nadu,Chennai,T30,26-35,Male,20.8,Mandate,VERIFIED
INV000393,2024-10-10,118633,SIP,410,Maharashtra,Mumbai,T30,36-45,Male,53.1,Net Banking,VERIFIED
INV003134,2024-10-10,120843,SIP,21217,Telangana,Hyderabad,T30,36-45,Female,41.3,Cheque,VERIFIED
INV000267,2024-10-10,118633,Redemption,285756,Telangana,Hyderabad,T30,26-35,Male,17.7,Cheque,VERIFIED
INV004284,2024-10-10,118634,SIP,7421,Rajasthan,Udaipur,B30,36-45,Male,40.7,Cheque,PENDING
INV001480,2024-10-10,118635,Redemption,203199,West Bengal,Kolkata,T30,18-25,Male,3.1,Mandate,VERIFIED
INV003829,2024-10-10,119095,SIP,1162,Punjab,Amritsar,B30,36-45,Male,55.6,Cheque,VERIFIED
INV000933,2024-10-10,101207,Lumpsum,259390,Rajasthan,Jaipur,T30,36-45,Female,14.9,UPI,VERIFIED
INV003791,2024-10-10,102886,Redemption,9228,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,UPI,VERIFIED
INV000352,2024-10-10,101208,Lumpsum,171197,Tamil Nadu,Chennai,T30,46-55,Male,21.1,Cheque,VERIFIED
INV004035,2024-10-10,120507,Lumpsum,369218,Gujarat,Ahmedabad,T30,26-35,Male,12.2,Mandate,VERIFIED
INV000396,2024-10-10,148569,Lumpsum,16646,Rajasthan,Jaipur,T30,46-55,Male,38.5,Mandate,VERIFIED
INV003332,2024-10-10,118636,SIP,2064,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Mandate,VERIFIED
INV004638,2024-10-10,118635,SIP,15507,Delhi,New Delhi,T30,26-35,Male,6.3,Mandate,VERIFIED
INV003463,2024-10-10,125497,SIP,2036,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Cheque,PENDING
INV003817,2024-10-10,120505,SIP,14258,Gujarat,Surat,T30,26-35,Male,9.0,UPI,VERIFIED
INV004019,2024-10-10,125497,SIP,54340,Tamil Nadu,Chennai,T30,26-35,Male,20.9,Cheque,VERIFIED
INV001644,2024-10-10,102887,SIP,27591,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,VERIFIED
INV003167,2024-10-10,118634,Lumpsum,165541,Telangana,Hyderabad,T30,26-35,Male,19.8,Cheque,VERIFIED
INV001009,2024-10-10,148567,Redemption,221732,Punjab,Chandigarh,T30,26-35,Male,21.2,Net Banking,VERIFIED
INV001316,2024-10-10,118636,SIP,2323,Punjab,Chandigarh,T30,18-25,Male,7.3,Mandate,VERIFIED
INV004102,2024-10-10,125498,Lumpsum,288324,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Cheque,VERIFIED
INV001866,2024-10-10,118632,SIP,7778,Telangana,Hyderabad,T30,36-45,Female,33.9,Cheque,VERIFIED
INV003832,2024-10-10,102886,Redemption,59013,Karnataka,Mysore,B30,46-55,Male,34.4,UPI,VERIFIED
INV004641,2024-10-10,148567,SIP,2324,Haryana,Faridabad,B30,56+,Male,42.4,Cheque,VERIFIED
INV004484,2024-10-10,120843,Lumpsum,211686,Punjab,Amritsar,B30,46-55,Male,61.9,Cheque,VERIFIED
INV004481,2024-10-10,119551,SIP,1087,Rajasthan,Jaipur,T30,46-55,Male,60.1,UPI,VERIFIED
INV004796,2024-10-10,118632,SIP,1719,Delhi,Noida,T30,18-25,Male,4.6,Cheque,VERIFIED
INV003710,2024-10-10,118636,SIP,29357,Rajasthan,Udaipur,B30,26-35,Male,19.6,Net Banking,PENDING
INV004179,2024-10-10,148569,Redemption,344126,Maharashtra,Pune,T30,26-35,Female,19.3,Mandate,VERIFIED
INV000491,2024-10-10,102885,Redemption,307072,Madhya Pradesh,Indore,T30,56+,Male,58.2,Mandate,VERIFIED
INV002225,2024-10-10,119094,Lumpsum,384659,Punjab,Amritsar,B30,46-55,Male,86.2,Cheque,VERIFIED
INV002598,2024-10-10,148569,SIP,2675,Uttar Pradesh,Lucknow,T30,26-35,Male,14.6,Cheque,VERIFIED
INV001049,2024-10-10,120505,Redemption,430387,Madhya Pradesh,Indore,T30,36-45,Female,52.5,UPI,PENDING
INV004274,2024-10-10,120504,Lumpsum,390122,Rajasthan,Udaipur,B30,26-35,Male,20.4,UPI,VERIFIED
